type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity
charge,[2008.       5.       3.       0.      50.      52.187],24,6,217,4722,04722.csv,,,,1.676474202586391
discharge,[2008.       5.       3.       4.      13.       8.609],24,6,219,4724,04724.csv,1.567137636713563,,,1.5715691473764704
charge,[2008.       5.       3.       5.      39.      33.921],24,6,221,4726,04726.csv,,,,1.670265257133525
discharge,[2008.       5.       3.       9.      10.      19.812],24,6,223,4728,04728.csv,1.5613446139713882,,,1.5661281282520487
charge,[2008.       5.       3.      10.      36.      35.781],24,6,225,4730,04730.csv,,,,1.6578293691300279
discharge,[2008.       5.       3.      14.       4.      34.187],24,6,227,4732,04732.csv,1.5511711892790419,,,1.5560045679914536
charge,[2008.      5.      3.     15.     30.     41.64],24,6,229,4734,04734.csv,,,,1.6484567887356782
discharge,[2008.       5.       3.      18.      58.      13.468],24,6,231,4736,04736.csv,1.5406741606295171,,,1.5508681543859304
charge,[2008.       5.       3.      20.      24.      21.312],24,6,233,4738,04738.csv,,,,1.6330862008269171
discharge,[2008.       5.       3.      23.      42.      30.093],24,6,235,4740,04740.csv,1.5253138744624433,,,1.5356035472482663
charge,[2.0080e+03 5.0000e+00 4.0000e+00 1.0000e+00 8.0000e+00 2.9578e+01],24,6,237,4742,04742.csv,,,,1.6398658400935016
discharge,[2008    5    4    4   41   40],24,6,239,4744,04744.csv,1.5301570318067428,,,1.5351770084728837
charge,[2008.       5.       4.       6.       7.      29.546],24,6,241,4746,04746.csv,,,,1.627462704465729
discharge,[2008.       5.       4.       9.      40.      11.906],24,6,243,4748,04748.csv,1.5246566834474087,,,1.5300884366418652
charge,[2008.       5.       4.      11.       6.       2.078],24,6,245,4750,04750.csv,,,,1.6199921103479618
discharge,[2008.       5.       4.      14.      38.      13.359],24,6,247,4752,04752.csv,1.5145492986655427,,,1.5200950587537312
charge,[2008.       5.       4.      16.       3.      55.281],24,6,249,4754,04754.csv,,,,1.6102689952983726
discharge,[2008.      5.      4.     19.     37.      7.89],24,6,251,4756,04756.csv,1.509391504602082,,,1.5150918430638722
charge,[2.0080e+03 5.0000e+00 4.0000e+00 2.1000e+01 2.0000e+00 4.1203e+01],24,6,253,4758,04758.csv,,,,1.6040565659360724
discharge,[2008.       5.       5.       0.      35.      53.968],24,6,255,4760,04760.csv,1.5039974333050705,,,1.509709745577411
charge,[2.008e+03 5.000e+00 5.000e+00 2.000e+00 1.000e+00 1.789e+01],24,6,257,4762,04762.csv,,,,1.595184767003128
discharge,[2008.       5.       5.       5.      28.      13.937],24,6,259,4764,04764.csv,1.4935201918040188,,,1.499390374186687
charge,[2008.       5.       5.       6.      53.      38.406],24,6,261,4766,04766.csv,,,,1.5892281479029429
discharge,[2008.     5.     5.    11.    41.    31.5],24,6,263,4768,04768.csv,1.4876323024497422,,,1.4992019871805138
charge,[2008.       5.       5.      17.      40.      16.687],24,6,264,4769,04769.csv,,,,1.5669868700472505
discharge,[2008.       5.       5.      20.      40.       8.562],24,6,265,4770,04770.csv,1.5302876214401704,,,1.54041359328662
charge,[2008.     5.     5.    22.     5.    32.5],24,6,267,4772,04772.csv,,,,1.6355431141705448
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,6,269,4774,04774.csv,1.5040760088360112,,,1.5099419935709968
charge,[2008.      5.      6.      3.      3.     53.39],24,6,271,4776,04776.csv,,,,1.6013377549423873
discharge,[2008.       5.       6.       6.      37.       6.296],24,6,273,4778,04778.csv,1.4887593608730894,,,1.4998643153141413
charge,[2.008e+03 5.000e+00 6.000e+00 8.000e+00 2.000e+00 5.062e+00],24,6,275,4780,04780.csv,,,,1.5845948147157412
discharge,[2008.       5.       6.      11.      25.      21.031],24,6,277,4782,04782.csv,1.4782779285546637,,,1.4846557854358584
charge,[2008.       5.       6.      12.      50.      20.781],24,6,279,4784,04784.csv,,,,1.5767486513626292
discharge,[2008.       5.       6.      16.      23.      36.296],24,6,281,4786,04786.csv,1.478459982215684,,,1.4840485646208754
charge,[2008.       5.       6.      17.      48.      34.906],24,6,283,4788,04788.csv,,,,1.5719285363038729
discharge,[2008.       5.       6.      21.      21.      49.265],24,6,285,4790,04790.csv,1.473214844899973,,,1.4795214944456268
charge,[2008.       5.       6.      22.      46.      40.375],24,6,287,4792,04792.csv,,,,1.5640132230300847
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],24,6,289,4794,04794.csv,1.4675164935067897,,,1.4738616510469438
charge,[2008.      5.      7.      3.     42.     15.75],24,6,291,4796,04796.csv,,,,1.5550286276838248
discharge,[2008.       5.       7.       7.       4.       2.109],24,6,293,4798,04798.csv,1.4516292657521335,,,1.4635461874429152
charge,[2008.       5.       7.       8.      28.      34.453],24,6,295,4800,04800.csv,,,,1.5512431033042378
discharge,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],24,6,297,4802,04802.csv,1.4519237720967177,,,1.4585089735492502
charge,[2008.       5.       7.      13.      26.      13.671],24,6,299,4804,04804.csv,,,,1.5420092743692562
discharge,[2008.       5.       7.      16.      59.      29.937],24,6,301,4806,04806.csv,1.4471484694777745,,,1.4537202112576688
charge,[2008.       5.       7.      18.      23.      54.687],24,6,303,4808,04808.csv,,,,1.5368067690126679
discharge,[2008.       5.       7.      21.      56.       9.656],24,6,305,4810,04810.csv,1.4468538105659885,,,1.4535876308098161
charge,[2008.       5.       7.      23.      20.      34.515],24,6,307,4812,04812.csv,,,,1.5369095782853448
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,6,309,4814,04814.csv,1.4416741930284678,,,1.4484250662208549
discharge,[2008    5    9   12   25    7],24,6,312,4817,04817.csv,1.5935866593100128,,,1.597782405133235
charge,[2008.       5.       9.      17.      26.      51.968],24,6,314,4819,04819.csv,,,,1.58347835802434
discharge,[2008.       5.       9.      20.      28.       9.734],24,6,315,4820,04820.csv,1.5463902376915637,,,1.550637140061466
charge,[2.008e+03 5.000e+00 9.000e+00 2.100e+01 5.300e+01 2.810e-01],24,6,317,4822,04822.csv,,,,1.637299045682259
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,6,319,4824,04824.csv,1.51470559175661,,,1.51974079832893
charge,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 4.6000e+01 3.8734e+01],24,6,321,4826,04826.csv,,,,1.60714474381587
discharge,[2008    5   10    6   18   12],24,6,323,4828,04828.csv,1.4989786083335404,,,1.504639760448522
charge,[2008.       5.      10.       7.      42.      46.312],24,6,325,4830,04830.csv,,,,1.588314839590307
discharge,[2008.       5.      10.      11.      16.       4.843],24,6,327,4832,04832.csv,1.4831110745410492,,,1.48893380480334
charge,[2008.      5.     10.     12.     40.     29.89],24,6,329,4834,04834.csv,,,,1.5709117382585218
discharge,[2008.       5.      10.      16.      11.      56.109],24,6,331,4836,04836.csv,1.4729664825468278,,,1.4791438407138462
charge,[2008.       5.      10.      17.      36.      13.062],24,6,333,4838,04838.csv,,,,1.5605537385390142
discharge,[2008.       5.      10.      21.       7.      54.625],24,6,335,4840,04840.csv,1.4627604396099307,,,1.4689168032009603
charge,[2008.       5.      10.      22.      32.       2.937],24,6,337,4842,04842.csv,,,,1.5508050931046735
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,6,339,4844,04844.csv,1.4518364681062514,,,1.4636033676844993
charge,[2008.       5.      11.       3.      29.      30.359],24,6,341,4846,04846.csv,,,,1.5414459319286533
discharge,[2008.       5.      11.       6.      55.      27.734],24,6,343,4848,04848.csv,1.4468670644030392,,,1.4535177529669763
charge,[2008.       5.      11.       8.      19.      27.953],24,6,345,4850,04850.csv,,,,1.5366567613524378
discharge,[2008.       5.      11.      11.      52.      47.187],24,6,347,4852,04852.csv,1.441380399427779,,,1.4483292168737059
charge,[2008.      5.     11.     13.     16.     38.64],24,6,349,4854,04854.csv,,,,1.5278617720318945
discharge,[2008.       5.      11.      16.      49.      58.921],24,6,351,4856,04856.csv,1.431210744960774,,,1.443478401009317
charge,[2008.       5.      11.      18.      13.      51.109],24,6,353,4858,04858.csv,,,,1.522316019913199
discharge,[2008.       5.      11.      21.      47.      12.843],24,6,355,4860,04860.csv,1.4260247179525716,,,1.4382074361171686
charge,[2008.       5.      11.      23.      10.      55.875],24,6,357,4862,04862.csv,,,,1.5146096264955768
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,6,359,4864,04864.csv,1.420487649966195,,,1.4276630055524306
charge,[2008.       5.      12.       4.       0.      32.718],24,6,361,4866,04866.csv,,,,1.508397336779018
discharge,[2008.       5.      12.      12.      56.      34.781],24,6,363,4868,04868.csv,1.4207006230355006,,,1.4329733354101768
charge,[2008.      5.     12.     16.     11.     11.14],24,6,365,4870,04870.csv,,,,1.5046843836177954
discharge,[2008.       5.      12.      18.      59.      59.453],24,6,366,4871,04871.csv,1.452255804330839,,,1.458336918919945
charge,[2008.       5.      12.      20.      23.      51.828],24,6,368,4873,04873.csv,,,,1.5472368543846313
discharge,[2008.       5.      12.      23.      53.      17.609],24,6,370,4875,04875.csv,1.431557632772571,,,1.4378986187666694
charge,[2.0080e+03 5.0000e+00 1.3000e+01 1.0000e+00 1.6000e+01 5.1859e+01],24,6,372,4877,04877.csv,,,,1.5158561342827812
discharge,[2008.       5.      13.       4.      35.      25.359],24,6,374,4879,04879.csv,1.415015751158943,,,1.4274296854207595
charge,[2008.       5.      13.       5.      58.      50.796],24,6,376,4881,04881.csv,,,,1.5013696038988098
discharge,[2008.       5.      13.       9.      24.       4.718],24,6,378,4883,04883.csv,1.4097311506517451,,,1.4169469083291137
charge,[2.008e+03 5.000e+00 1.300e+01 1.000e+01 4.700e+01 1.828e+00],24,6,380,4885,04885.csv,,,,1.4979535611727117
discharge,[2008.       5.      13.      14.      20.      24.937],24,6,382,4887,04887.csv,1.404917318129309,,,1.4118801339316913
charge,[2008.       5.      13.      15.      43.      41.296],24,6,384,4889,04889.csv,,,,1.4840461758552632
discharge,[2008.       5.      13.      19.       4.      20.531],24,6,386,4891,04891.csv,1.395164296571563,,,1.4021454722802318
charge,[2008.       5.      13.      20.      27.      29.109],24,6,388,4893,04893.csv,,,,1.4835584000789293
discharge,[2008.       5.      13.      23.      59.      26.015],24,6,390,4895,04895.csv,1.3945343832614077,,,1.4018852993182622
charge,[2.0080e+03 5.0000e+00 1.4000e+01 1.0000e+00 2.2000e+01 3.4765e+01],24,6,392,4897,04897.csv,,,,1.4778228470569261
discharge,[2008.       5.      14.       4.      55.      57.453],24,6,394,4899,04899.csv,1.3893171179312644,,,1.3969420872890295
charge,[2008.       5.      14.       6.      18.      57.625],24,6,396,4901,04901.csv,,,,1.4708489473746822
discharge,[2008.       5.      14.       9.      52.      22.062],24,6,398,4903,04903.csv,1.3838379472327809,,,1.3915456676111113
charge,[2008.       5.      14.      11.      15.      12.671],24,6,400,4905,04905.csv,,,,1.4613914814180178
discharge,[2008.       5.      14.      14.      35.      22.515],24,6,402,4907,04907.csv,1.3736814238195123,,,1.3864168845798943
charge,[2008.       5.      14.      15.      58.      13.406],24,6,404,4909,04909.csv,,,,1.4665881017706621
discharge,[2008.      5.     14.     19.     31.     39.39],24,6,406,4911,04911.csv,1.3786059891863676,,,1.386376091098413
charge,[2008.       5.      14.      20.      54.      30.671],24,6,408,4913,04913.csv,,,,1.460886494842807
discharge,[2008.       5.      15.       0.      27.      55.625],24,6,410,4915,04915.csv,1.3737600299108574,,,1.3812441370222932
charge,[2.0080e+03 5.0000e+00 1.5000e+01 1.0000e+00 5.0000e+01 3.8062e+01],24,6,412,4917,04917.csv,,,,1.4540625475239064
discharge,[2008.      5.     15.      5.     24.      4.89],24,6,414,4919,04919.csv,1.3682580583942712,,,1.376071607207668
charge,[2008.     5.    15.     6.    46.    38.5],24,6,416,4921,04921.csv,,,,1.448376619585827
discharge,[2008.       5.      15.      10.      20.       3.875],24,6,418,4923,04923.csv,1.3633024037317505,,,1.3711392681623933
charge,[2008.       5.      15.      11.      42.      28.859],24,6,420,4925,04925.csv,,,,1.4426546482228915
discharge,[2008.       5.      15.      15.      10.      59.437],24,6,422,4927,04927.csv,1.3580966140172601,,,1.3656967247916671
charge,[2008.       5.      15.      16.      33.      24.093],24,6,424,4929,04929.csv,,,,1.4383799151739372
discharge,[2008.      5.     15.     19.     56.     47.39],24,6,426,4931,04931.csv,1.353269090999531,,,1.3661418853498932
charge,[2008.       5.      15.      21.      19.      13.234],24,6,428,4933,04933.csv,,,,1.4398906156147817
discharge,[2008.       5.      16.      16.      54.      59.812],24,6,430,4935,04935.csv,1.3841605738237488,,,1.3912052824532912
charge,[2008.       5.      16.      18.      43.      58.906],24,6,431,4936,04936.csv,,,,1.4816990902882003
discharge,[2008.       5.      16.      21.      37.      39.671],24,6,432,4937,04937.csv,1.4051467790651473,,,1.411981093530159
charge,[2008.       5.      16.      23.       0.      32.515],24,6,434,4939,04939.csv,,,,1.4864162271815502
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,6,436,4941,04941.csv,1.378719022627353,,,1.3915400315273345
charge,[2008.       5.      17.       3.      54.      49.125],24,6,438,4943,04943.csv,,,,1.4636148800449496
discharge,[2008.       5.      17.       7.      25.      19.906],24,6,440,4945,04945.csv,1.3682657783199066,,,1.3762979174526355
charge,[2008.       5.      17.       8.      47.      46.703],24,6,442,4947,04947.csv,,,,1.4494882230648078
discharge,[2008.      5.     17.     12.     21.     15.89],24,6,444,4949,04949.csv,1.3573151296618016,,,1.37047838810736
charge,[2008.       5.      17.      13.      43.      32.281],24,6,446,4951,04951.csv,,,,1.4408776166455293
discharge,[2008.       5.      17.      17.      15.      37.281],24,6,448,4953,04953.csv,1.3524934638801596,,,1.360726798211504
charge,[2008.       5.      17.      18.      37.      55.593],24,6,450,4955,04955.csv,,,,1.4303648095172958
discharge,[2008.       5.      17.      22.      10.      51.218],24,6,452,4957,04957.csv,1.3474099151661236,,,1.3552234831776342
charge,[2008.       5.      17.      23.      32.      50.468],24,6,454,4959,04959.csv,,,,1.4249150016348888
discharge,[2008.       5.      18.       3.       5.      19.265],24,6,456,4961,04961.csv,1.3370075130842318,,,1.3504549571197413
charge,[2008.       5.      18.       4.      27.      19.656],24,6,458,4963,04963.csv,,,,1.4197679452545633
discharge,[2008.       5.      18.       8.       0.      50.421],24,6,460,4965,04965.csv,1.3312352966718526,,,1.345146149847897
charge,[2008.       5.      18.       9.      22.      51.046],24,6,462,4967,04967.csv,,,,1.4097573926041373
discharge,[2008.       5.      18.      12.      44.      48.437],24,6,464,4969,04969.csv,1.3259303781727643,,,1.3346540714069266
charge,[2008.       5.      18.      14.       6.      39.921],24,6,466,4971,04971.csv,,,,1.4060569302861954
discharge,[2008.       5.      18.      17.      36.      29.734],24,6,468,4973,04973.csv,1.321578743867529,,,1.3349560734147667
charge,[2008.       5.      18.      18.      58.      12.609],24,6,470,4975,04975.csv,,,,1.4049062588399501
discharge,[2008.       5.      18.      22.      31.      45.515],24,6,472,4977,04977.csv,1.321225074066109,,,1.3298984156795153
charge,[2008.       5.      18.      23.      53.      33.781],24,6,474,4979,04979.csv,,,,1.3976243929875247
discharge,[2008.       5.      19.       3.      27.       7.765],24,6,476,4981,04981.csv,1.3156485301862682,,,1.3245411353192185
charge,[2008.       5.      19.       4.      48.      55.437],24,6,478,4983,04983.csv,,,,1.3913837689797794
discharge,[2008.       5.      19.      15.      34.      33.625],24,6,480,4985,04985.csv,1.3209025697502388,,,1.3295426410115443
charge,[2008.       5.      19.      17.      58.      12.687],24,6,481,4986,04986.csv,,,,1.4029867124806608
discharge,[2008.       5.      19.      20.      59.      48.437],24,6,482,4987,04987.csv,1.3474328767273906,,,1.355597847671701
charge,[2008.      5.     19.     22.      8.     37.25],24,6,483,4988,04988.csv,,,,1.426833355702726
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,6,484,4989,04989.csv,1.3260128072353616,,,1.3346826278495674
charge,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 3.8000e+01 3.5343e+01],24,6,486,4991,04991.csv,,,,1.4022223879624804
discharge,[2008.       5.      20.       6.      12.       6.265],24,6,488,4993,04993.csv,1.3101186784831063,,,1.3245585550865002
charge,[2008.       5.      20.       7.      33.      50.828],24,6,490,4995,04995.csv,,,,1.391563371517997
discharge,[2008.       5.      20.      11.       7.      23.453],24,6,492,4997,04997.csv,1.30521620229393,,,1.3140799301946262
charge,[2008.       5.      20.      12.      28.      58.687],24,6,494,4999,04999.csv,,,,1.38007793002871
discharge,[2008.       5.      20.      15.      57.      27.312],24,6,496,5001,05001.csv,1.3004061951355774,,,1.3143740017775962
charge,[2008.       5.      20.      17.      19.       3.375],24,6,498,5003,05003.csv,,,,1.3830619422844714
discharge,[2008.       5.      20.      20.      50.      39.015],24,6,500,5005,05005.csv,1.300235735841116,,,1.3091817554324618
charge,[2008.       5.      20.      22.      12.      15.984],24,6,502,5007,05007.csv,,,,1.3753420776067566
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,6,504,5009,05009.csv,1.2895066722480755,,,1.30402382127796
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,6,506,5011,05011.csv,,,,1.3686150808164774
discharge,[2008.       5.      21.       6.      24.      27.281],24,6,508,5013,05013.csv,1.279253057384795,,,1.293321127279057
charge,[2008.       5.      21.       7.      45.      45.343],24,6,510,5015,05015.csv,,,,1.363078413472624
discharge,[2008.       5.      21.      11.      18.       6.015],24,6,512,5017,05017.csv,1.2792078171714618,,,1.288407692571272
charge,[2008.       5.      21.      12.      39.      25.421],24,6,514,5019,05019.csv,,,,1.3540755999004888
discharge,[2008.       5.      21.      16.      10.      21.203],24,6,516,5021,05021.csv,1.274036760902923,,,1.2884364980789476
charge,[2008.       5.      21.      17.      31.      40.671],24,6,518,5023,05023.csv,,,,1.3545029671046611
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,6,520,5025,05025.csv,1.2741273923001468,,,1.283745096200587
charge,[2008.       5.      21.      22.      23.      21.421],24,6,522,5027,05027.csv,,,,1.3430444221515172
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,6,524,5029,05029.csv,1.2637639426440779,,,1.273224119339934
charge,[2008.       5.      22.       3.       4.      11.015],24,6,526,5031,05031.csv,,,,1.3431986282124173
discharge,[2008.       5.      22.       6.      32.      40.921],24,6,528,5033,05033.csv,1.2581373688955233,,,1.2677020742958054
charge,[2008.       5.      22.       7.      53.      42.703],24,6,530,5035,05035.csv,,,,1.3330110006976001
discharge,[2008.       5.      22.      11.      23.      22.187],24,6,532,5037,05037.csv,1.253259864055301,,,1.2677489275246505
charge,[2008.       5.      22.      12.      44.      24.687],24,6,534,5039,05039.csv,,,,1.3340314870354641
discharge,[2008.      5.     22.     16.     17.     58.89],24,6,536,5041,05041.csv,1.2532313315493426,,,1.268325365393672
charge,[2008.       5.      22.      17.      39.       2.953],24,6,538,5043,05043.csv,,,,1.3280041259551545
discharge,[2008.       5.      22.      20.      59.      50.203],24,6,540,5045,05045.csv,1.2480874960313577,,,1.2575076207397566
charge,[2008.      5.     22.     22.     20.     44.39],24,6,542,5047,05047.csv,,,,1.3253283339465705
discharge,[2008.       5.      23.      12.      13.      16.359],24,6,544,5049,05049.csv,1.2534354284944844,,,1.2629892878384843
charge,[2008.       5.      23.      17.      12.      57.796],24,6,546,5051,05051.csv,,,,1.3213772586280494
discharge,[2008.       5.      23.      20.      14.      29.875],24,6,547,5052,05052.csv,1.2898048773266901,,,1.2986400344606561
charge,[2.008e+03 5.000e+00 2.300e+01 2.100e+01 3.600e+01 7.500e-01],24,6,549,5054,05054.csv,,,,1.3700893271923253
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,6,551,5056,05056.csv,1.2635402021758835,,,1.272816469127246
charge,[2.0080e+03 5.0000e+00 2.4000e+01 2.0000e+00 3.0000e+01 3.4593e+01],24,6,553,5058,05058.csv,,,,1.3403373133634815
discharge,[2008.       5.      24.       6.       0.      20.156],24,6,555,5060,05060.csv,1.2479761706842853,,,1.257580494853201
charge,[2008.      5.     24.      7.     21.     25.14],24,6,557,5062,05062.csv,,,,1.3210773801638758
discharge,[2008.       5.      24.      10.      42.      50.484],24,6,559,5064,05064.csv,1.2321202877943334,,,1.2472296381942605
charge,[2008.       5.      24.      12.       3.      55.937],24,6,561,5066,05066.csv,,,,1.3138829801666667
discharge,[2008.       5.      24.      15.      31.      10.593],24,6,563,5068,05068.csv,1.2271137666213534,,,1.2424844056993356
charge,[2008.       5.      24.      16.      52.       7.875],24,6,565,5070,05070.csv,,,,1.3066657217268396
discharge,[2008.       5.      24.      20.      21.      13.437],24,6,567,5072,05072.csv,1.2217397581377356,,,1.2319413255121814
charge,[2008.      5.     24.     21.     42.     10.75],24,6,569,5074,05074.csv,,,,1.2945319548485965
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,6,571,5076,05076.csv,1.211102678915174,,,1.226384609075
charge,[2.008e+03 5.000e+00 2.500e+01 2.000e+00 2.700e+01 3.725e+01],24,6,573,5078,05078.csv,,,,1.2906522892729504
discharge,[2008.      5.     25.      5.     57.     17.89],24,6,575,5080,05080.csv,1.2056159765131735,,,1.2212285879422224
charge,[2008.       5.      25.       7.      18.       6.015],24,6,577,5082,05082.csv,,,,1.284151392949791
discharge,[2008.       5.      25.      10.      51.      37.015],24,6,579,5084,05084.csv,1.2008936262717274,,,1.2162778347409888
charge,[2008.       5.      25.      12.      12.      16.578],24,6,581,5086,05086.csv,,,,1.2740552841629975
discharge,[2008.      5.     25.     15.     37.      8.89],24,6,583,5088,05088.csv,1.1905903985558335,,,1.206184527532516
charge,[2008.       5.      25.      16.      57.      49.359],24,6,585,5090,05090.csv,,,,1.270327265622711
discharge,[2008.       5.      25.      20.      23.       4.453],24,6,587,5092,05092.csv,1.185179251041941,,,1.2010781540171513
charge,[2008.       5.      25.      21.      43.      40.953],24,6,589,5094,05094.csv,,,,1.26456256866762
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,6,591,5096,05096.csv,1.1796706818144624,,,1.1954811739373599
charge,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 3.3000e+01 3.9031e+01],24,6,593,5098,05098.csv,,,,1.256291926574627
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,6,595,5100,05100.csv,1.1745952836753915,,,1.190459899844892
charge,[2008.       5.      26.       7.      21.      44.953],24,6,597,5102,05102.csv,,,,1.2317936893628267
discharge,[2008.       5.      26.      10.      44.      38.468],24,6,599,5104,05104.csv,1.15381833159625,,,1.169914160594837
charge,[2008.       5.      26.      12.       5.       7.078],24,6,601,5106,05106.csv,,,,1.2477290408501847
discharge,[2008.       5.      26.      15.      30.      43.968],24,6,603,5108,05108.csv,1.1644009557372264,,,1.175149807396184
charge,[2008.       5.      26.      16.      51.      13.375],24,6,605,5110,05110.csv,,,,1.2382782773933798
discharge,[2008.       5.      26.      20.      21.       4.921],24,6,607,5112,05112.csv,1.1587974947916069,,,1.17477430691358
charge,[2008.       5.      26.      21.      41.      33.468],24,6,609,5114,05114.csv,,,,1.2296055615315162
discharge,[2008.       5.      27.      15.      52.      41.359],24,6,611,5116,05116.csv,1.1749748834769171,,,1.1905297936584642
charge,[2008.       5.      27.      17.      53.      59.765],24,6,612,5117,05117.csv,,,,1.262179512204495
discharge,[2008.       5.      27.      20.      45.      42.125],24,6,613,5118,05118.csv,1.1856752327929356,,,1.2008651319055554
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,7,0,5737,05737.csv,,,,1.3975622864649344
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,7,1,5738,05738.csv,1.89105229539079,,,1.9252770830000001
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,7,2,5739,05739.csv,,,,2.8084388834515366
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,7,3,5740,05740.csv,1.880637027686859,,,1.9153147604897958
charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,7,4,5741,05741.csv,,,,2.804843220380648
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,7,5,5742,05742.csv,1.8806626717011388,,,1.9142807229598289
charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,7,6,5743,05743.csv,,,,2.792230026185244
discharge,[2008.       4.       3.       4.      16.      37.375],24,7,7,5744,05744.csv,1.8807709009833444,,,1.9135674695773193
charge,[2008.       4.       3.       5.      27.      49.125],24,7,8,5745,05745.csv,,,,2.8067947510805764
discharge,[2008.       4.       3.       8.      33.      25.703],24,7,9,5746,05746.csv,1.8794508728285058,,,1.912307587862543
charge,[2008.       4.       3.       9.      44.      35.078],24,7,10,5747,05747.csv,,,,2.839621220908497
discharge,[2008.       4.       3.      12.      55.      10.687],24,7,11,5748,05748.csv,1.8807003517117404,,,1.904216070528205
charge,[2008.       4.       3.      14.       6.      43.234],24,7,12,5749,05749.csv,,,,2.830360848499504
discharge,[2008.       4.       3.      17.      17.      16.015],24,7,13,5750,05750.csv,1.8799352523566075,,,1.9034574693230768
charge,[2008.       4.       3.      18.      28.      47.125],24,7,14,5751,05751.csv,,,,2.7499712799677543
discharge,[2008.       4.       3.      21.      28.      14.718],24,7,15,5752,05752.csv,1.8815088124038797,,,1.9015924167748686
charge,[2008.       4.       3.      22.      38.      27.453],24,7,16,5753,05753.csv,,,,2.753890186068131
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,7,17,5754,05754.csv,1.8696907870385844,,,1.8999010475070173
charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,7,18,5755,05755.csv,,,,2.7544031517020144
discharge,[2008.       4.       4.       5.      48.       8.609],24,7,19,5756,05756.csv,1.870052380139199,,,1.9002520690789473
charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,7,20,5757,05757.csv,,,,2.7473253733016305
discharge,[2008.       4.       4.       9.      57.      19.765],24,7,21,5758,05758.csv,1.8700442394188577,,,1.8990067738095235
charge,[2008.       4.       4.      11.       6.      50.375],24,7,22,5759,05759.csv,,,,2.736056752357156
charge,[2008.       4.       4.      15.       5.      59.906],24,7,23,5760,05760.csv,,,,2.500596750394835
discharge,[2008.       4.       4.      17.      56.      27.609],24,7,24,5761,05761.csv,1.8596518987766364,,,1.8876108123065953
charge,[2008.       4.       4.      19.       5.      19.234],24,7,25,5762,05762.csv,,,,2.7172598518721673
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,7,26,5763,05763.csv,1.8590746560862206,,,1.8864843468013741
charge,[2008.       4.       4.      23.      10.      25.421],24,7,27,5764,05764.csv,,,,2.817629061531693
